
2025/01/06 (22:21:59) | WARNING: Intel GPU: Failed to initialize PMU

2025/01/06 (22:38:53) | ===> btop++ v.1.4.0
2025/01/06 (22:38:53) | WARNING: Intel GPU: Failed to initialize PMU

2025/01/06 (22:49:53) | ===> btop++ v.1.4.0
2025/01/06 (22:49:53) | WARNING: Intel GPU: Failed to initialize PMU

2025/01/06 (22:53:04) | ===> btop++ v.1.4.0
2025/01/06 (22:53:04) | WARNING: Intel GPU: Failed to initialize PMU

2025/01/07 (02:37:57) | ===> btop++ v.1.4.0
2025/01/07 (02:37:57) | WARNING: Intel GPU: Failed to initialize PMU
